,POINT_ID,LC1,LU1,geometry,NUTS0
4982,45142936,E20,U111,POINT (330943.6479760938 5486256.117203289),CZ
4983,45203018,C32,U120,POINT (342418.2651020804 5567662.657800773),CZ
4984,45042996,E20,U111,POINT (324977.9959088498 5546795.211289637),CZ
4985,45382932,E20,U111,POINT (354619.1365605725 5480651.44676559),CZ
4986,45442934,D10,U420,POINT (360737.6394107374 5482243.011454656),CZ
4987,45442956,A11,U370,POINT (362205.4802833339 5504190.784671593),CZ
4988,45403006,C33,U120,POINT (361564.3244798305 5554338.986951916),CZ
4989,45462940,B16,U111,POINT (363132.6821191369 5488094.181879824),CZ
4990,45463020,A22,U312,POINT (368490.9428347686 5567897.820538159),CZ
4991,45302940,A11,U370,POINT (347171.7985543718 5489171.256057376),CZ
4992,45362946,B32,U111,POINT (353557.3938066691 5494753.492630078),CZ
4993,45362978,C33,U120,POINT (355696.2330829494 5526677.617412351),CZ
4994,45422936,B11,U111,POINT (358875.8540231074 5484372.943709761),CZ
4995,45423004,E20,U111,POINT (363425.198690618 5552208.659918344),CZ
4996,45323012,E20,U111,POINT (353986.5622990088 5560865.396078283),CZ
4997,45662936,B11,U111,POINT (382816.2285118995 5482756.206352413),CZ
4998,45682934,C21,U120,POINT (384677.8700154489 5480626.294802493),CZ
4999,45622990,A22,U312,POINT (382437.0739649469 5536891.102255519),CZ
5000,45623006,C31,U120,POINT (383510.9929319591 5552850.093310916),CZ
5001,45623048,E20,U111,POINT (386338.7673364374 5594740.361912049),CZ
5002,45522950,C21,U120,POINT (369785.1320146769 5497665.888554267),CZ
5003,45522960,E30,U420,POINT (370453.1376696219 5507641.55364529),CZ
5004,45583040,F40,U140,POINT (381808.8674849715 5587032.890165064),CZ
5005,45642958,A22,U312,POINT (382289.8117238054 5504836.660724617),CZ
5006,45482962,B11,U111,POINT (366596.6397309423 5509906.540613344),CZ
5007,45862910,B11,U111,POINT (401034.0934327269 5455472.398936508),CZ
5008,45863036,B11,U111,POINT (409470.8917830978 5581143.150929595),CZ
5009,45702964,E20,U111,POINT (388676.0451479396 5510416.404668972),CZ
5010,45762978,C23,U120,POINT (395598.2130951023 5523975.005028277),CZ
5011,45763002,E20,U111,POINT (397207.9479804547 5547912.407404044),CZ
5012,45822924,E20,U111,POINT (397976.1284993128 5469707.172618601),CZ
5013,45823064,C32,U120,POINT (407370.6972034527 5609338.259259787),CZ
5014,45883076,C21,U120,POINT (414167.7285328957 5620896.852267122),CZ
5015,45722996,C32,U120,POINT (392814.9994638034 5542198.96815667),CZ
5016,45723012,E30,U111,POINT (393889.7083802434 5558157.100066314),CZ
5017,45723018,D10,U420,POINT (394293.194200286 5564141.285416634),CZ
5018,45723034,B11,U111,POINT (395370.4069388547 5580098.82334895),CZ
5019,45723042,B11,U111,POINT (395909.6942299732 5588077.440224693),CZ
5020,45782998,B11,U111,POINT (398934.4349099647 5543787.471201419),CZ
5021,45842892,C21,U120,POINT (397843.2330007732 5437651.347232615),CZ
5022,45902876,C33,U120,POINT (402766.4236569498 5421286.407135377),CZ
5023,45742974,B32,U111,POINT (393335.2937774956 5520120.561810373),CZ
5024,45743042,B11,U111,POINT (397904.8125879323 5587941.65825898),CZ
5025,46042888,E10,U370,POINT (417525.7506930953 5432314.187580528),CZ
5026,46042958,C21,U120,POINT (422189.4936443592 5502133.381129247),CZ
5027,46043070,E30,U111,POINT (429722.592896486 5613824.793504804),CZ
5028,46102882,A22,U312,POINT (423111.8897051791 5425924.830990716),CZ
5029,46102888,C33,U120,POINT (423510.0824079718 5431909.718122707),CZ
5030,46103000,C21,U120,POINT (430989.2851904109 5543613.15077275),CZ
5031,46103008,C32,U420,POINT (431526.8498664259 5551591.044159275),CZ
5032,46103022,B11,U111,POINT (432468.6497025214 5565552.104979904),CZ
5033,46103074,E20,U111,POINT (435978.5398404669 5617404.924351042),CZ
5034,45982978,E20,U361,POINT (417543.3340499589 5522486.185999415),CZ
5035,46063084,C10,U120,POINT (432665.4199218199 5627648.685813686),CZ
5036,45942980,A21,U370,POINT (413687.3594526269 5524751.688529162),CZ
5037,46002934,E20,U111,POINT (416596.8115908353 5478466.823523952),CZ
5038,46002998,C10,U120,POINT (420879.8609871771 5542296.768658264),CZ
5039,46122916,E10,U120,POINT (427366.5139721608 5459702.993371801),CZ
5040,46122932,C22,U120,POINT (428432.7844732717 5475661.136637807),CZ
5041,46082892,C21,U120,POINT (421780.8987128258 5436034.468917155),CZ
5042,46083080,E20,U111,POINT (434389.610007786 5623523.92447139),CZ
5043,46142902,E20,U111,POINT (428429.8079522169 5445604.160934671),CZ
5044,46142920,B16,U111,POINT (429627.7717375583 5463557.461044975),CZ
5045,46142928,E20,U111,POINT (430160.9267159877 5471536.474417401),CZ
5046,46142976,E30,U415,POINT (433369.2057970173 5519407.776863648),CZ
5047,46143056,E20,U350,POINT (438751.6617263191 5599184.165185723),CZ
5048,45962918,C10,U312,POINT (411540.8108775893 5462777.960774905),CZ
5049,45962984,C21,U120,POINT (415950.4860137096 5528605.575772727),CZ
5050,45963018,C33,U120,POINT (418234.0758881496 5562513.539259308),CZ
5051,45963046,Bx2,U111,POINT (420120.7287752031 5590436.32787217),CZ
5052,46023048,B11,U111,POINT (426240.9531506345 5592022.91860538),CZ
5053,46322896,B11,U111,POINT (445984.1122054015 5438404.124284972),CZ
5054,46222914,E20,U111,POINT (437207.561357253 5457032.607638961),CZ
5055,46222956,C22,U120,POINT (440010.2379428378 5498920.279374407),CZ
5056,46223086,B51,U111,POINT (448761.8107538995 5628552.779723011),CZ
5057,46282844,A11,U341,POINT (438547.5725162548 5386806.761595158),CZ
5058,46282866,C10,U120,POINT (440003.6023224779 5408751.572677013),CZ
5059,46282986,C21,U120,POINT (448004.5960757674 5528430.877527249),CZ
5060,46342974,B32,U111,POINT (453184.9878638365 5516057.340153686),CZ
5061,46182960,C21,U120,POINT (436287.8990328026 5503180.320721023),CZ
5062,46183012,B13,U111,POINT (439775.9515876301 5555036.843779264),CZ
5063,46242898,Bx2,U111,POINT (438137.8875661468 5440939.330555447),CZ
5064,46243020,C10,U120,POINT (446299.3760697278 5562606.744966079),CZ
5065,46302850,E20,U111,POINT (440938.9821770026 5392657.039342564),CZ
5066,46302898,B55,U111,POINT (444122.2767995055 5440534.019116671),CZ
5067,46303030,E30,U420,POINT (452958.074770076 5572170.394206492),CZ
5068,46362844,C33,U420,POINT (446526.0741236531 5386267.599686653),CZ
5069,46362940,B11,U111,POINT (452905.4616083445 5482015.669638669),CZ
5070,46363020,B32,U111,POINT (458269.7277155039 5561791.195027961),CZ
5071,46363086,E20,U111,POINT (462727.6859118887 5627598.51411349),CZ
5072,46363104,E20,U111,POINT (463948.5308849035 5645545.050822536),CZ
5073,46442922,D10,U111,POINT (459683.9824481173 5463522.940497959),CZ
5074,46442980,C21,U120,POINT (463562.1869462685 5521361.868418067),CZ
5075,46443012,E20,U314,POINT (465711.5922151339 5553270.385631148),CZ
5076,46443016,B11,U111,POINT (465980.7503390447 5557258.833733464),CZ
5077,46443066,E20,U111,POINT (469354.2253846792 5607112.495677615),CZ
5078,46502892,C21,U120,POINT (463671.3598435011 5433197.697325181),CZ
5079,46502932,E20,U111,POINT (466335.7299236968 5473089.095111112),CZ
5080,46562902,B32,U111,POINT (470320.9345238373 5442764.682557349),CZ
5081,46582982,C32,U120,POINT (477661.5134218306 5522405.321034135),CZ
5082,46403080,A30,U210,POINT (466311.485669206 5621343.61458718),CZ
5083,46562986,C31,U120,POINT (475934.8734826903 5526529.715332033),CZ
5084,46462870,B11,U111,POINT (458221.1404260381 5411526.183008674),CZ
5085,46462914,B32,U111,POINT (461145.7028059679 5455409.234229673),CZ
5086,46463030,B11,U111,POINT (468918.7408562088 5571082.140604865),CZ
5087,46463098,E20,U370,POINT (473517.1093392666 5638880.74656947),CZ
5088,46523020,B11,U111,POINT (474230.3638719118 5560703.127328775),CZ
5089,46523042,B11,U111,POINT (475713.3524881824 5582638.54987687),CZ
5090,46422864,B16,U111,POINT (453833.9604104345 5405811.907944643),CZ
5091,46422916,C21,U120,POINT (457289.2329638928 5457674.597215408),CZ
5092,46422934,B32,U111,POINT (458489.5953216015 5475625.654169032),CZ
5093,46542886,A21,U370,POINT (467262.2069659706 5426943.093961144),CZ
5094,46542946,B11,U111,POINT (471260.7153495297 5486779.000020566),CZ
5095,46602914,B11,U111,POINT (475109.7797809418 5454460.955910356),CZ
5096,46762888,H11,U420,POINT (489338.0806324227 5427447.838579973),CZ
5097,46762950,B35,U111,POINT (493473.0467952011 5489274.221038874),CZ
5098,46763048,B13,U111,POINT (500060.4107659254 5586985.599280194),CZ
5099,46763064,B53,U111,POINT (501141.8169195823 5602937.16493976),CZ
5100,46662902,B11,U111,POINT (480295.1818577024 5442087.276109939),CZ
5101,46663026,B12,U111,POINT (488600.3652965499 5565732.671041205),CZ
5102,46722924,B11,U111,POINT (487746.0366861117 5463619.455912807),CZ
5103,46722926,B11,U111,POINT (487879.4912344514 5465613.848573218),CZ
5104,46723112,C31,U120,POINT (500405.3658119463 5651063.37846522),CZ
5105,46622878,B11,U111,POINT (474709.9850312927 5418423.118405379),CZ
5106,46622886,B11,U111,POINT (475241.3819287444 5426401.660048743),CZ
5107,46622896,B18,U111,POINT (475906.2346722141 5436374.628784895),CZ
5108,46623008,E20,U370,POINT (483398.2592333562 5548057.931601889),CZ
5109,46623038,B11,U111,POINT (485419.1565998 5577969.437029147),CZ
5110,46782906,B18,U111,POINT (492530.8379399335 5445262.600073898),CZ
5111,46782986,B16,U111,POINT (497880.7269230259 5525033.931597138),CZ
5112,46783112,E20,U111,POINT (506391.1792187284 5650653.56739242),CZ
5113,46682850,C33,U120,POINT (478837.5599152165 5390091.301579255),CZ
5114,46682906,G11,U130,POINT (482556.3725273645 5445940.737527476),CZ
5115,46682928,C21,U120,POINT (484023.0779781093 5467879.654422039),CZ
5116,46682958,B32,U111,POINT (486028.3169789332 5497794.779576818),CZ
5117,46683030,E30,U420,POINT (490865.1162818952 5569584.605170302),CZ
5118,46683064,C33,U120,POINT (493160.9467932111 5603482.695528383),CZ
5119,46683074,C23,U120,POINT (493837.619407932 5613452.451124721),CZ
5120,46742952,B15,U111,POINT (491611.8297472622 5491404.368127247),CZ
5121,46802970,Bx1,U112,POINT (498802.4729443944 5508944.620245034),CZ
5122,46803006,B11,U111,POINT (501219.902433062 5544838.822665405),CZ
5123,46703068,B11,U111,POINT (495426.7486003889 5607334.224313434),CZ
5124,46703070,C33,U120,POINT (495562.0852759613 5609328.166185795),CZ
5125,46962906,B13,U111,POINT (510485.3134460004 5444040.638660807),CZ
5126,46962932,A22,U312,POINT (512220.0987439129 5469966.612505583),CZ
5127,46922914,C23,U120,POINT (507028.6372327083 5452289.77266061),CZ
5128,46822940,C21,U120,POINT (498789.4254603615 5478895.190390779),CZ
5129,46823016,B32,U111,POINT (503888.0882536747 5554672.852961411),CZ
5130,46823110,E20,U111,POINT (510245.8813031724 5648386.524248718),CZ
5131,46983038,B16,U111,POINT (521333.0922728636 5575515.877967988),CZ
5132,46882990,B32,U111,POINT (508125.0342590176 5528341.60507857),CZ
5133,46883016,C10,U120,POINT (509873.6908314232 5554264.120270651),CZ
5134,46842874,C31,U370,POINT (496387.1552241411 5412943.715030367),CZ
5135,46842884,H11,U420,POINT (497051.5658068979 5422916.386821678),CZ
5136,46843070,D20,U361,POINT (509528.7980456693 5608373.143033519),CZ
5137,46843078,B14,U111,POINT (510070.4617909011 5616348.624650544),CZ
5138,46942942,C21,U120,POINT (510893.412607127 5480073.792720808),CZ
5139,46943020,B11,U111,POINT (516128.8068787266 5557843.212440436),CZ
5140,46982970,B32,U111,POINT (516758.5895248891 5507719.925054029),CZ
5141,46982984,C10,U120,POINT (517697.9841463669 5521678.498207826),CZ
5142,46983032,B32,U111,POINT (520928.2751791021 5569534.150029151),CZ
5143,47002952,E20,U370,POINT (517547.7710727626 5489636.603902471),CZ
5144,47002966,B32,U111,POINT (518485.5821459588 5503595.556954698),CZ
5145,47003082,A22,U312,POINT (526304.0699241761 5619243.984714743),CZ
5146,46902926,B11,U111,POINT (505834.2976647418 5464391.588066772),CZ
5147,46902934,C10,U120,POINT (506368.5809018176 5472368.736176565),CZ
5148,46902972,B35,U111,POINT (508912.1092899282 5510258.532329562),CZ
5149,46903108,E20,U111,POINT (518091.3005337158 5645846.231120863),CZ
5150,47063020,A11,U111,POINT (528100.4920652685 5557025.071210769),CZ
5151,47123020,E20,U111,POINT (534086.4843779545 5556615.826047042),CZ
5152,47123062,B13,U111,POINT (536922.2679148262 5598486.611735241),CZ
5153,47183054,B71,U113,POINT (542367.5440924501 5590101.712481951),CZ
5154,47082910,E20,U111,POINT (522722.0290894519 5447213.654639462),CZ
5155,47082982,B32,U111,POINT (527539.8009593245 5519003.249742293),CZ
5156,47142892,E20,U111,POINT (527507.7967481839 5428856.744907937),CZ
5157,47142942,C31,U120,POINT (530844.6476695235 5478712.850984707),CZ
5158,47143012,E20,U111,POINT (535542.9268067677 5548503.763546005),CZ
5159,47143058,B13,U111,POINT (538647.1367975895 5594362.448818652),CZ
5160,47042914,F40,U111,POINT (518998.7108498032 5451474.236050135),CZ
5161,47042974,C21,U120,POINT (523012.4280339727 5511299.549169388),CZ
5162,47203038,B11,U111,POINT (543282.0927954284 5574014.653061381),CZ
5163,47103070,A11,U370,POINT (535468.2430907385 5606598.351684205),CZ
5164,47162906,B16,U111,POINT (530435.5754697621 5442680.899514385),CZ
5165,47162914,F40,U111,POINT (530969.1400022339 5450657.957022284),CZ
5166,47162964,C21,U120,POINT (534313.1520805109 5500511.745519692),CZ
5167,47062940,B15,U111,POINT (522730.2723881808 5477263.272064066),CZ
5168,47062950,C10,U111,POINT (523399.3185476164 5487234.091574591),CZ
5169,47283084,C10,U420,POINT (554376.0588425947 5619324.776263032),CZ
5170,47362892,B32,U111,POINT (549453.7332221956 5427359.300335415),CZ
5171,47362972,C10,U420,POINT (554802.9829759101 5507124.028167557),CZ
5172,47422910,B16,U111,POINT (556639.5365766998 5444898.421055409),CZ
5173,47422938,C21,U120,POINT (558510.6491387737 5472816.23753649),CZ
5174,47423076,C21,U120,POINT (567803.077566575 5610392.904515224),CZ
5175,47302916,C10,U120,POINT (545068.6597695267 5451698.882107276),CZ
5176,47363066,C21,U120,POINT (561138.9686709982 5600834.531990498),CZ
5177,47382892,B16,U111,POINT (551448.8945826364 5427223.03331952),CZ
5178,47382914,E20,U420,POINT (552916.0244111837 5449159.494996208),CZ
5179,47383078,E10,U370,POINT (563947.3217761061 5612660.081215945),CZ
5180,47262908,B55,U111,POINT (540544.4984138334 5443994.472724145),CZ
5181,47262966,B32,U111,POINT (544423.659827109 5501824.153354007),CZ
5182,47262980,B13,U111,POINT (545363.1742680019 5515782.146283344),CZ
5183,47263002,E20,U111,POINT (546842.0254885142 5537715.510206402),CZ
5184,47322932,B11,U111,POINT (548132.8164222154 5467515.864777001),CZ
5185,47323008,E20,U111,POINT (553232.1771629426 5543287.667550589),CZ
5186,47323040,B16,U111,POINT (555389.9767840571 5575188.995583002),CZ
5187,47443000,B11,U111,POINT (564666.6124119116 5534492.759759809),CZ
5188,47443056,E20,U111,POINT (568444.7870419736 5590319.062050908),CZ
5189,47402910,B11,U111,POINT (554644.2851422377 5445034.781731051),CZ
5190,47342940,C21,U120,POINT (550663.1856986468 5475355.947860685),CZ
5191,47342958,B75,U111,POINT (551868.6287391897 5493302.472736117),CZ
5192,47343052,E20,U361,POINT (558196.3201702323 5587015.01433665),CZ
5193,47523046,C33,U361,POINT (575751.3398627765 5579803.465083552),CZ
5194,47583050,E30,U420,POINT (582008.8928662848 5583380.617572412),CZ
5195,47642880,B75,U113,POINT (576587.7843855964 5413484.079853421),CZ
5196,47642888,C10,U120,POINT (577120.718533774 5421461.048512221),CZ
5197,47642950,C10,U420,POINT (581264.2202907634 5483278.240483979),CZ
5198,47482920,C10,U120,POINT (563293.1727492659 5454459.957733073),CZ
5199,47482936,B11,U111,POINT (564362.9301678451 5470412.755092104),CZ
5200,47602876,C10,U120,POINT (572330.8840428207 5409768.587475607),CZ
5201,47602998,C10,U120,POINT (580496.7480901978 5531405.597885629),CZ
5202,47603006,A11,U111,POINT (581035.3701504223 5539380.935634075),CZ
5203,47662896,B11,U111,POINT (579649.4360750873 5429301.287054943),CZ
5204,47662932,B12,U111,POINT (582054.3713099881 5465195.398880557),CZ
5205,47503042,B52,U111,POINT (573485.3784388496 5575952.716095471),CZ
5206,47622996,B16,U111,POINT (582357.8143719506 5529275.022560241),CZ
5207,47682918,B11,U111,POINT (583113.6670119489 5451100.218179898),CZ
5208,47682948,B35,U111,POINT (585121.3419348878 5481010.859089775),CZ
5209,47462894,B11,U111,POINT (559562.9585236842 5428671.981643849),CZ
5210,47462918,C21,U120,POINT (561164.2420961901 5452602.268273911),CZ
5211,47462924,E20,U111,POINT (561565.1219660435 5458584.661197782),CZ
5212,47463042,B14,U111,POINT (569494.0816066525 5576226.148209377),CZ
5213,47463054,C33,U120,POINT (570305.1691812817 5588188.608817992),CZ
5214,47882878,C10,U120,POINT (600399.6651026192 5409849.470133038),CZ
5215,47882974,B11,U111,POINT (606823.3556674735 5505563.778719718),CZ
5216,47883018,B37,U111,POINT (609785.7420415002 5549427.853980218),CZ
5217,47702974,E10,U370,POINT (588861.3990975606 5506795.400904815),CZ
5218,47703018,B33,U111,POINT (591822.7721953689 5550659.838193489),CZ
5219,47822926,C10,U120,POINT (597617.6157615333 5458119.283440947),CZ
5220,47823022,C21,U120,POINT (604067.7440810894 5553826.167780207),CZ
5221,47762990,C10,U120,POINT (595924.1971570007 5522335.981443848),CZ
5222,47763012,B11,U111,POINT (597405.7038785212 5544267.965629659),CZ
5223,47763014,E20,U111,POINT (597540.5283343667 5546261.750337685),CZ
5224,47902902,C10,U120,POINT (603996.0784518925 5433642.780069651),CZ
5225,47902934,C10,U120,POINT (606135.912047538 5465547.92300342),CZ
5226,47902956,B21,U111,POINT (607610.5687125142 5487481.651868377),CZ
5227,47903006,E20,U111,POINT (610972.6540358171 5537328.230239091),CZ
5228,47842900,B11,U111,POINT (597875.7151377867 5432059.202701235),CZ
5229,47842976,Bx1,U111,POINT (602966.0666759765 5507831.478373669),CZ
5230,47843016,E20,U111,POINT (605658.9379322246 5547707.959601991),CZ
5231,47843024,E20,U111,POINT (606198.6394044278 5555683.003113436),CZ
5232,47722902,B16,U111,POINT (586036.0524664662 5434873.861562559),CZ
5233,47722916,B13,U111,POINT (586971.0274645369 5448832.746799964),CZ
5234,47722990,B32,U111,POINT (591932.663516015 5522609.62516806),CZ
5235,47783004,B13,U111,POINT (598862.4740215031 5536155.914535032),CZ
5236,47922906,A22,U312,POINT (606258.8955617936 5437494.124652999),CZ
5237,47862964,B11,U111,POINT (604155.8478715916 5495731.192510688),CZ
5238,47743002,B16,U111,POINT (594736.1294514327 5534435.805988803),CZ
5239,47802898,B16,U111,POINT (593751.1193960315 5430338.639319726),CZ
5240,47743014,B15,U111,POINT (595544.6927138863 5546398.605120512),CZ
5241,48062914,F40,U350,POINT (620763.9940824807 5444511.532198087),CZ
5242,48062982,C10,U120,POINT (625324.9742394632 5512306.199038493),CZ
5243,48063010,C31,U120,POINT (627210.8019650042 5540219.627309176),CZ
5244,48002938,C10,U120,POINT (616382.9449702587 5468851.088770876),CZ
5245,48142928,C10,U120,POINT (629684.645040706 5457921.405674272),CZ
5246,48142942,B35,U111,POINT (630622.8079078392 5471879.418176882),CZ
5247,48022938,C23,U120,POINT (618378.834775876 5468714.058572805),CZ
5248,48162910,B16,U111,POINT (630476.0517765187 5439837.70741428),CZ
5249,48162912,B32,U111,POINT (630609.8044530101 5441831.794545389),CZ
5250,48102920,B71,U113,POINT (625157.1600951465 5450219.531585054),CZ
5251,48102970,C21,U120,POINT (628510.2881183176 5500068.763379248),CZ
5252,48103024,C10,U420,POINT (632147.8394881508 5553901.777712262),CZ
5253,47982902,B19,U111,POINT (611978.8268858386 5433095.040962165),CZ
5254,47982908,B11,U111,POINT (612379.670997661 5439077.384386907),CZ
5255,47982928,C10,U120,POINT (613717.3528446502 5459018.040658348),CZ
5256,48042906,B11,U111,POINT (618233.3607077266 5436672.226839836),CZ
5257,48042962,B11,U111,POINT (621984.7101924021 5492504.437212524),CZ
5258,48182922,B16,U111,POINT (633274.9315825687 5451664.923743836),CZ
5259,48122880,C10,U120,POINT (624480.9157552759 5410199.805487316),CZ
5260,48403008,A11,U370,POINT (661014.1539973887 5535893.190365166),CZ
5261,48403024,C21,U120,POINT (662094.3084780595 5551843.521173145),CZ
5262,48262882,C10,U420,POINT (638585.4963082074 5411233.431535484),CZ
5263,48262924,B11,U111,POINT (641393.1661075637 5453109.963472849),CZ
5264,48202922,B32,U111,POINT (635270.9717711927 5451527.704738785),CZ
5265,48342880,B11,U111,POINT (646436.0870348457 5408689.774917501),CZ
5266,48342954,E20,U361,POINT (651389.9876630752 5482470.58764902),CZ
5267,48282934,C22,U370,POINT (644059.3321701107 5462942.793936308),CZ
5268,48282984,C10,U120,POINT (647417.9603749479 5512791.078724621),CZ
5269,48283022,E20,U111,POINT (649979.9528661482 5550673.453834791),CZ
5270,48222868,B11,U111,POINT (633660.0970076256 5397548.401490119),CZ
5271,48223010,E20,U111,POINT (643180.848240603 5539122.475782932),CZ
5272,48363042,A11,U370,POINT (659317.8769504017 5570061.886689577),CZ
5273,48423006,E10,U361,POINT (662875.8296142168 5533762.019086258),CZ
5274,48302962,C10,U120,POINT (647934.7207676569 5490720.999229596),CZ
5275,48303052,C10,U120,POINT (654004.8320163204 5580442.215707036),CZ
5276,48242934,C33,U120,POINT (640066.9938341568 5463217.372520334),CZ
5277,48243026,C21,U120,POINT (646257.2132198821 5554935.416588865),CZ
5278,48243032,E20,U370,POINT (646662.5828360197 5560916.6500287),CZ
5279,48382938,B51,U111,POINT (654308.8628969563 5466244.001184342),CZ
5280,48382982,B13,U111,POINT (657265.4313932772 5510110.616989753),CZ
5281,48382988,B16,U111,POINT (657669.4393985627 5516092.212810323),CZ
5282,48322874,B32,U111,POINT (644039.7674255199 5402844.50202695),CZ
5283,48322880,B16,U111,POINT (644440.0406997964 5408827.175192764),CZ
5284,48322952,B32,U111,POINT (649259.3692576683 5480613.982326338),CZ
5285,48323022,C21,U120,POINT (653972.9316807061 5550398.943461543),CZ
5286,48602936,A22,U312,POINT (676136.021526132 5462737.1556525),CZ
5287,48682890,B13,U111,POINT (681041.2972661265 5416321.286153748),CZ
5288,48482890,B11,U111,POINT (661077.05257848 5417698.298126586),CZ
5289,48482916,C21,U120,POINT (662816.276535599 5443622.092087321),CZ
5290,48622960,D10,U420,POINT (679744.748387458 5486527.599149915),CZ
5291,48622970,C10,U120,POINT (680417.3772087931 5496497.390584217),CZ
5292,48623002,D10,U120,POINT (682573.4493102705 5528399.825024028),CZ
5293,48623012,E10,U120,POINT (683248.3610205003 5538369.078226794),CZ
5294,48702904,B32,U111,POINT (683974.5584641618 5430142.814344494),CZ
5295,48703006,D20,U420,POINT (690831.1884108274 5531837.292244293),CZ
5296,48562960,B13,U111,POINT (673754.6249201174 5486940.381075581),CZ
5297,48563016,C10,U120,POINT (677527.8300149646 5542769.200376128),CZ
5298,48722918,C10,U120,POINT (686909.0421832567 5443964.024711856),CZ
5299,48722946,C10,U120,POINT (688787.8719750141 5471881.134485186),CZ
5300,48583044,E20,U111,POINT (681417.7618735291 5570544.833103382),CZ
5301,48462970,E20,U111,POINT (664444.0211144547 5497597.615571533),CZ
5302,48922960,C10,U120,POINT (709699.5007660083 5484461.012693984),CZ
5303,48922964,C10,U120,POINT (709968.6983863751 5488449.096942437),CZ
5304,48842958,B11,U111,POINT (701576.3297444991 5483018.51463073),CZ
5305,48842982,B32,U111,POINT (703192.1935589106 5506946.482237714),CZ
5306,48782912,B16,U111,POINT (692497.2913563302 5437568.026110971),CZ
5307,48782944,A21,U341,POINT (694644.2038665955 5469473.724573811),CZ
5308,48862892,C10,U120,POINT (699145.4540525114 5417074.10130755),CZ
5309,48863008,B43,U111,POINT (706943.4325570348 5532729.916070035),CZ
5310,48962922,B51,U111,POINT (711140.5776661256 5446296.931290689),CZ
5311,49062986,B11,U111,POINT (725432.8365221156 5509417.839020135),CZ
5312,48802900,C10,U120,POINT (693690.4089805819 5425465.006660668),CZ
5313,48882936,C10,U120,POINT (704091.8942703479 5460807.972444396),CZ
5314,48882948,C33,U120,POINT (704898.1227517272 5472772.500913697),CZ
5315,48803002,B11,U111,POINT (700546.6829259237 5527161.307514218),CZ
5316,48983002,C10,U120,POINT (718522.5361652543 5525921.419023613),CZ
5317,48902934,C31,U120,POINT (705954.6740434184 5458675.89554869),CZ
5318,48822912,C10,U120,POINT (696490.9791727911 5437292.18048506),CZ
5319,49002966,C31,U120,POINT (718092.5819355544 5489891.35602943),CZ
5320,49002972,A11,U370,POINT (718496.6856560099 5495873.503106195),CZ
5321,48742944,C10,U120,POINT (690650.3892546281 5469749.326810881),CZ
5322,48743010,B11,U111,POINT (695095.350880103 5535549.823064039),CZ
5323,49203014,B22,U111,POINT (741307.8677101666 5536368.311028048),CZ
5324,49302960,C21,U120,POINT (747653.054681005 5481836.807544689),CZ
5325,49122936,C31,U120,POINT (728059.1234267501 5459150.980347968),CZ
5326,49123000,A13,U111,POINT (732370.6068941779 5522962.082634604),CZ
5327,49242988,C31,U120,POINT (743547.2747159555 5510169.44758282),CZ
5328,49422990,B16,U111,POINT (761664.9016380117 5510919.698166278),CZ
5329,49162978,C10,U120,POINT (734881.493677945 5500751.451841279),CZ
5330,49163010,C10,U120,POINT (737041.7387575735 5532656.223764415),CZ
5331,49262978,B11,U111,POINT (744870.4933659036 5500060.732854086),CZ
5332,49442972,C10,U120,POINT (762448.3160873831 5492833.558700401),CZ
5333,49362966,C31,U120,POINT (754051.2516755132 5487404.407508579),CZ
5334,49182978,C10,U120,POINT (736879.2196679794 5500613.346669042),CZ
5335,49183006,B71,U113,POINT (738769.2437340175 5528530.197892805),CZ
5336,49482970,C31,U120,POINT (766309.9359447337 5490562.474278814),CZ
5337,44943012,E20,U111,POINT (316074.9329592045 5563434.222340111),CZ
5338,44963028,C21,U120,POINT (319146.4028975521 5579262.72018189),CZ
5339,45163024,C21,U120,POINT (338831.2128712677 5573918.933320518),CZ
5340,45222968,E20,U111,POINT (341060.6099676212 5517645.480395665),CZ
5341,45222976,E20,U111,POINT (341595.8323676955 5525626.909986624),CZ
5342,45063000,C21,U120,POINT (327241.7312623219 5550651.072328628),CZ
5343,45122994,C21,U120,POINT (332825.3070375996 5544259.83007551),CZ
5344,45243030,C21,U120,POINT (347216.3415869211 5579362.876889562),CZ
5345,45083022,E20,U111,POINT (330715.2162595571 5572464.912104172),CZ
5346,45142958,C21,U120,POINT (332411.2492817373 5508207.160187986),CZ
5347,45382984,C21,U120,POINT (358093.2915355136 5532528.097954927),CZ
5348,45383034,C10,U120,POINT (361452.5826619645 5582404.50407998),CZ
5349,45282994,E20,U111,POINT (348787.6018694326 5543179.405076478),CZ
5350,45402970,E20,U314,POINT (359151.1332193636 5518426.926988604),CZ
5351,45403024,C10,U350,POINT (362774.478983494 5572294.119085168),CZ
5352,45462986,C21,U120,POINT (366207.9656792688 5533982.797881916),CZ
5353,45462994,B16,U111,POINT (366744.3789244969 5541962.99402284),CZ
5354,45362964,C10,U420,POINT (354759.5592745309 5512711.076278825),CZ
5355,45422938,C10,U120,POINT (359009.172397151 5486368.250392152),CZ
5356,45323016,C21,U120,POINT (354255.4412549355 5564855.586800201),CZ
5357,45542910,C23,U120,POINT (369115.4149838225 5457626.552678422),CZ
5358,45602916,E20,U111,POINT (375499.3103529952 5463208.755475597),CZ
5359,45602952,E20,U370,POINT (377898.8838913023 5499121.468760851),CZ
